Date,TransactionType,Amount,Currency,ExchangeRate,Balance,Merchant,Category,Subcategory,Country,City,IsFraud,Notes,CustomerSince,Amount_IDR,BalanceCategory
2025-07-09,REFUND,33.37,INR,1.0,-280622.08,Walmart,Utilities,Water,UAE,Mumbai,TRUE,MANUAL ADJUSTMENT,,6340.299999999999,Negative
2024-01-01,DEBIT,16.18,USD,77.4354,-1641954.78,Swiggy,Electronics,Accessory,UAE,Hyderabad,TRUE,MONTHLY SUBSCRIPTION,,238051.90668000001,Negative
2024-11-10,CREDIT,4.96,USD,73.6432,-2678046.06,Starbucks,Utilities,Internet,Canada,Noida,TRUE,CASHBACK CREDITED,2015.0,69401.35167999999,Negative
2024-04-08,REFUND,21.66,USD,75.7654,-2867026.6,Zomato,Dining,Restaurant,Australia,Pune,TRUE,PROMO APPLIED,2017.0,311804.92715999996,Negative
2024-02-12,DEBIT,17.69,INR,1.0,-440726.51,Myntra,Electronics,Laptop,Canada,Gurugram,TRUE,MANUAL ADJUSTMENT,,3361.1000000000004,Negative
2024-09-09,REFUND,33.37,USD,78.4444,-973784.9,Zomato,Entertainment,Streaming,UAE,Chennai,TRUE,CHARGEBACK REQUESTED,,497361.0293199999,Negative
2025-04-26,DEBIT,41.43,INR,1.0,-1641954.78,BigBasket,Dining,FastFood,Canada,Chennai,TRUE,REPEAT PURCHASE,,7871.7,Negative
2023-10-15,DEBIT,60.85,INR,1.0,-2579203.47,LocalMart,Clothing,Women,Canada,Gurugram,TRUE,"CASHBACK CREDITED -- VERIFY
CONTACT SUPPORT",,11561.5,Negative
2025-07-18,CREDIT,33.37,INR,1.0,-1272983.62,Flipkart,Electronics,Laptop,UK,Hyderabad,TRUE,PROMO APPLIED,,6340.299999999999,Negative
2024-04-09,CREDIT,42.25,USD,82.3064,-489665.0,Zomato,Groceries,Specialty,UAE,Pune,TRUE,,,660714.626,Negative
2025-09-03,DEBIT,70.76,USD,78.795,-1641954.78,Starbucks,Dining,Cafe,UK,Noida,TRUE,PROMO APPLIED,,1059351.4980000001,Negative
2024-09-10,DEBIT,39.63,USD,72.4621,-2677896.38,Walmart,Utilities,Internet,UK,Gurugram,TRUE,MONTHLY SUBSCRIPTION,2020.0,545617.8743700001,Negative
2025-07-27,DEBIT,33.37,USD,72.7945,-144027.27,LocalMart,Electronics,Laptop,Australia,Mumbai,TRUE,REPEAT PURCHASE,2021.0,461538.9683499999,Negative
2024-08-09,DEBIT,33.37,GBP,105.0162,-1641954.78,ShopEasy,Travel,Flight,India,Chennai,TRUE,MONTHLY SUBSCRIPTION,,665834.2128599999,Negative
2023-09-27,DEBIT,60.35,INR,1.0,-1641954.78,Walmart,Electronics,Laptop,UAE,Chennai,TRUE,REPEAT PURCHASE,2017.0,11466.5,Negative
2025-09-06,DEBIT,11.12,INR,1.0,-145905.97,ShopEasy,Education,Books,UK,Delhi,TRUE,CHARGEBACK REQUESTED,,2112.7999999999997,Negative
2025-07-31,REFUND,80.56,AED,21.0995,-1200460.15,Zomato,Groceries,Supermarket,UK,Bengaluru,TRUE,SUSPECTED FRAUD,2020.0,322957.3868,Negative
2024-02-02,CREDIT,33.37,GBP,101.544,-489425.6,BigBasket,Education,Books,India,Gurugram,TRUE,PROMO APPLIED,2017.0,643819.4231999998,Negative
2023-12-28,DEBIT,4.87,INR,1.0,-1641954.78,LocalMart,Utilities,Water,Australia,Kolkata,TRUE,,2025.0,925.3000000000001,Negative
2025-04-05,REFUND,35.01,USD,73.3838,-529191.9,Zomato,Groceries,Specialty,India,Bengaluru,TRUE,MANUAL ADJUSTMENT,,488141.69921999995,Negative
2024-02-03,REFUND,33.37,INR,1.0,-2236629.7,Myntra,Automotive,Repair,UK,Jaipur,TRUE,REPEAT PURCHASE,2024.0,6340.299999999999,Negative
2024-11-05,DEBIT,43.59,GBP,108.5562,-1984943.34,ElectroWorld,Education,Course,India,Bengaluru,TRUE,REPEAT PURCHASE,,899073.3040200002,Negative
2024-11-13,CREDIT,26.18,INR,1.0,-2593103.99,Starbucks,Travel,Flight,Canada,Kolkata,TRUE,,,4974.2,Negative
2024-11-10,DEBIT,14.67,INR,1.0,-1641954.78,Reliance,Automotive,Repair,USA,Gurugram,TRUE,SUSPECTED FRAUD,,2787.3,Negative
2024-10-08,DEBIT,78.34,INR,1.0,-258439.68,Starbucks,Automotive,Fuel,UK,Mumbai,TRUE,CHARGEBACK REQUESTED,,14884.6,Negative
2025-01-24,CREDIT,59.88,USD,80.3552,-2254487.86,BigBasket,Dining,Restaurant,UK,Kolkata,TRUE,REPEAT PURCHASE,,914217.18144,Negative
2024-06-12,DEBIT,33.37,USD,77.6013,-2933788.46,LocalMart,Groceries,Supermarket,UAE,Hyderabad,TRUE,"SUSPECTED FRAUD -- VERIFY
CONTACT SUPPORT",2022.0,492015.52238999994,Negative
2024-03-13,DEBIT,33.37,GBP,99.0019,-593304.35,BigBasket,Utilities,Water,USA,Chennai,TRUE,MANUAL ADJUSTMENT,,627701.74657,Negative
2023-11-04,DEBIT,150.67,INR,1.0,-986203.93,Amazon,Dining,FastFood,USA,Pune,TRUE,,,28627.3,Negative
2024-09-14,DEBIT,60.1,USD,75.701,9969.95,Paytm Mall,Utilities,Water,UK,Noida,TRUE,CASHBACK CREDITED,2020.0,864429.7189999999,Positive
2025-04-08,DEBIT,37.76,AED,21.4204,-281014.85,Swiggy,Entertainment,Concert,UK,Mumbai,TRUE,,,153678.51776,Negative
2024-12-31,REFUND,97.36,GBP,107.7313,-2872698.11,Myntra,Education,Books,Canada,Bengaluru,TRUE,MONTHLY SUBSCRIPTION,,1992856.67992,Negative
2024-04-10,CREDIT,18.64,INR,1.0,-447389.6,BigBasket,Education,Course,Canada,Kolkata,TRUE,MANUAL ADJUSTMENT,2026.0,3541.6,Negative
2023-12-18,DEBIT,73.88,AED,20.3972,-1273004.12,Zomato,Travel,Taxi,USA,Pune,TRUE,CHARGEBACK REQUESTED,,286319.57584,Negative
2024-08-10,DEBIT,33.37,USD,80.8364,-173440.65,Myntra,Utilities,Electricity,USA,Jaipur,TRUE,MONTHLY SUBSCRIPTION,,512527.02692,Negative
2025-08-01,DEBIT,6.59,AED,19.2223,-1198971.05,Reliance,Education,Books,UAE,Hyderabad,TRUE,CHARGEBACK REQUESTED,,24068.241830000003,Negative
2025-01-24,CREDIT,100.63,USD,76.997,-1199309.09,Starbucks,Entertainment,Movies,Australia,Jaipur,TRUE,PROMO APPLIED,,1472159.5409,Negative
2025-06-30,DEBIT,33.37,AED,21.3687,-2607617.83,Swiggy,Automotive,Repair,India,Pune,TRUE,CASHBACK CREDITED,,135483.96860999998,Negative
2025-05-24,CREDIT,33.37,USD,76.3658,-555360.28,Paytm Mall,Utilities,Water,Australia,Delhi,TRUE,CHARGEBACK REQUESTED,2016.0,484182.08173999994,Negative
2025-07-23,DEBIT,34.89,AED,21.536,-1605046.07,ElectroWorld,Utilities,Water,UAE,Kolkata,TRUE,CHARGEBACK REQUESTED,,142764.29760000002,Negative
2024-11-22,DEBIT,106.71,GBP,98.7902,-175962.22,Flipkart,Education,Course,India,Bengaluru,TRUE,SUSPECTED FRAUD,,2002961.42598,Negative
2023-10-13,DEBIT,244.34,GBP,100.5967,-1641954.78,Reliance,Dining,Cafe,USA,Gurugram,TRUE,MANUAL ADJUSTMENT,,4670161.55882,Negative
2025-04-18,DEBIT,42.15,INR,1.0,-555687.16,Zomato,Health,Clinic,Canada,Noida,TRUE,MONTHLY SUBSCRIPTION,2023.0,8008.5,Negative
2024-12-16,REFUND,168.66,AED,18.5062,-2235313.01,Myntra,Groceries,Specialty,Australia,Gurugram,TRUE,CHARGEBACK REQUESTED,2020.0,593038.5814799999,Negative
2024-01-03,CREDIT,15.63,AED,18.7671,-1558972.09,Myntra,Health,Pharmacy,UK,Noida,TRUE,,2022.0,55732.65687,Negative
2024-09-25,REFUND,121.64,INRR,1.0,-1641954.78,Zomato,Electronics,Mobile,India,Jaipur,TRUE,CHARGEBACK REQUESTED,2025.0,23111.6,Negative
2025-04-21,DEBIT,47.93,USD,74.7033,-1169002.49,AutoZone,Dining,FastFood,Canada,Bengaluru,TRUE,MONTHLY SUBSCRIPTION,2016.0,680300.54211,Negative
2024-06-23,DEBIT,18.35,AED,19.5038,-1559268.95,Flipkart,Education,Course,USA,Jaipur,TRUE,SUSPECTED FRAUD,,67999.9987,Negative
2023-09-16,DEBIT,33.37,USD,74.2271,-2622852.79,BigBasket,Clothing,Women,UAE,Delhi,TRUE,MONTHLY SUBSCRIPTION,,470622.0821299999,Negative
2024-11-08,CREDIT,63.63,INR,1.0,-2462770.03,Zomato,Dining,Cafe,USA,Hyderabad,TRUE,REPEAT PURCHASE,2019.0,12089.7,Negative
2023-12-22,REFUND,10.72,INR,1.0,-1641954.78,Swiggy,Health,Pharmacy,Australia,Mumbai,TRUE,PROMO APPLIED,2021.0,2036.8000000000002,Negative
2023-12-28,CREDIT,33.37,USD,79.1055,-1641954.78,AutoZone,Electronics,Mobile,UK,Delhi,TRUE,CASHBACK CREDITED,,501552.60165,Negative
2023-12-22,CREDIT,33.37,INR,1.0,-2678303.98,Amazon,Education,Course,USA,Delhi,TRUE,,,6340.299999999999,Negative
2024-05-06,DEBIT,24.25,USD,81.3019,-2230287.58,ShopEasy,Dining,Cafe,UK,Pune,TRUE,SUSPECTED FRAUD,,374598.50425,Negative
2025-01-14,DEBIT,10.16,GBP,108.6912,-2465438.01,BigBasket,Health,Clinic,UAE,Jaipur,TRUE,MONTHLY SUBSCRIPTION,2016.0,209817.49248000002,Negative
2024-05-11,CREDIT,41.99,INR,1.0,-2428028.02,Swiggy,Education,Course,India,Kolkata,TRUE,REPEAT PURCHASE,,7978.1,Negative
2024-05-16,DEBIT,33.37,USD,73.8762,-2118882.17,LocalMart,Travel,Hotel,UK,Bengaluru,TRUE,MONTHLY SUBSCRIPTION,,468397.27085999993,Negative
2024-02-03,REFUND,36.58,USD,76.7174,-2873789.37,Flipkart,Dining,FastFood,UAE,Gurugram,TRUE,,,533201.27348,Negative
2025-05-21,REFUND,33.37,USD,74.4212,-1200341.12,ShopEasy,Clothing,Women,India,Jaipur,TRUE,PROMO APPLIED,,471852.73435999994,Negative
2023-11-24,DEBIT,4.89,INR,1.0,-2462960.41,Myntra,Groceries,Supermarket,Australia,Delhi,TRUE,MONTHLY SUBSCRIPTION,,929.0999999999999,Negative
2025-06-18,DEBIT,34.5,GBP,91.704,-1641954.78,AutoZone,Health,Clinic,UK,Noida,TRUE,,,601119.72,Negative
2024-08-15,DEBIT,53.5,USD,73.0748,-976474.86,Reliance,Travel,Flight,Canada,Pune,TRUE,REPEAT PURCHASE,,742805.342,Negative
2024-05-25,DEBIT,7.74,AED,19.6442,-1641954.78,ElectroWorld,Education,Course,Canada,Hyderabad,TRUE,,2021.0,28888.76052,Negative
2025-06-26,CREDIT,43.4,USD,72.4923,-1412682.35,Reliance,Utilities,Electricity,USA,Noida,TRUE,PROMO APPLIED,2025.0,597771.5057999999,Negative
2024-03-05,DEBIT,136.48,AED,21.7163,-2464057.92,LocalMart,Dining,FastFood,India,Kolkata,TRUE,REPEAT PURCHASE,,563129.71856,Negative
2025-05-19,DEBIT,33.37,INR,1.0,-2121032.02,Amazon,Utilities,Electricity,USA,Delhi,TRUE,MANUAL ADJUSTMENT,,6340.299999999999,Negative
2025-07-29,DEBIT,100.4,INR,1.0,-1557872.24,BigBasket,Clothing,Women,USA,Delhi,TRUE,REPEAT PURCHASE,,19076.0,Negative
2025-03-13,DEBIT,9.35,INR ,1.0,-555076.1,Swiggy,Dining,Restaurant,UK,Chennai,TRUE,MONTHLY SUBSCRIPTION,2024.0,1776.5,Negative
2024-01-23,DEBIT,79.42,GBP,90.3096,-2678132.79,Zomato,Utilities,Electricity,UK,Pune,TRUE,PROMO APPLIED,2025.0,1362753.80208,Negative
2023-09-25,CREDIT,12.72,USD,76.5562,-2936108.98,Paytm Mall,Automotive,Repair,UAE,Bengaluru,TRUE,MANUAL ADJUSTMENT,2024.0,185021.02416,Negative
2024-07-15,REFUND,18.44,INR,1.0,-2463699.81,Starbucks,Education,Books,India,Pune,TRUE,MANUAL ADJUSTMENT,,3503.6000000000004,Negative
2024-03-29,CREDIT,55.05,GBP,92.0206,-1641954.78,Flipkart,Electronics,Accessory,India,Hyderabad,TRUE,CHARGEBACK REQUESTED,2019.0,962489.4657,Negative
2024-04-14,REFUND,33.37,INR,1.0,-1641954.78,Zomato,Clothing,Women,Canada,Jaipur,TRUE,REPEAT PURCHASE,,6340.299999999999,Negative
2024-09-18,DEBIT,5.35,INR,1.0,-2236587.83,Paytm Mall,Automotive,Fuel,Australia,Bengaluru,TRUE,PROMO APPLIED,,1016.4999999999999,Negative
2025-06-26,CREDIT,63.18,AED,20.0821,-975806.83,ElectroWorld,Electronics,Laptop,India,Pune,TRUE,,,241069.54482,Negative
2024-12-09,REFUND,21.77,INR,1.0,-1641954.78,Paytm Mall,Groceries,Specialty,Canada,Hyderabad,TRUE,,,4136.3,Negative
2025-04-16,CREDIT,223.29,USD,79.0351,-2936094.25,Flipkart,Health,Pharmacy,India,Delhi,TRUE,MONTHLY SUBSCRIPTION,,3353072.02101,Negative
2023-10-10,DEBIT,33.37,USD,74.1523,-2237682.53,Flipkart,Utilities,Internet,UK,Gurugram,TRUE,MONTHLY SUBSCRIPTION,,470147.82769,Negative
2024-10-26,DEBIT,5.45,GBP,104.4179,-1271460.6,ElectroWorld,Groceries,Specialty,India,Chennai,TRUE,REPEAT PURCHASE,,108124.73545000001,Negative
2024-07-17,DEBIT,49.71,AED,20.9188,-1641954.78,ShopEasy,Groceries,Supermarket,Canada,Hyderabad,TRUE,CASHBACK CREDITED,,197575.97412,Negative
2024-09-20,CREDIT,47.55,USD,76.5587,-145731.6,ElectroWorld,Automotive,Repair,Canada,Jaipur,TRUE,,2016.0,691669.5751499999,Negative
2025-09-03,DEBIT,8.81,USD,82.4222,-1712960.84,Flipkart,Automotive,Fuel,Canada,Pune,TRUE,MONTHLY SUBSCRIPTION,,137966.52058,Negative
2025-06-17,REFUND,27.06,INR,1.0,-2872989.26,Amazon,Entertainment,Streaming,India,Mumbai,TRUE,CHARGEBACK REQUESTED,,5141.4,Negative
2025-01-12,REFUND,55.81,GBP,90.8911,-2936119.49,ElectroWorld,Entertainment,Streaming,USA,Kolkata,TRUE,CHARGEBACK REQUESTED,2024.0,963800.13529,Negative
2025-06-22,DEBIT,59.86,AED,20.4343,-445814.88,Flipkart,Automotive,Repair,UAE,Gurugram,TRUE,"MANUAL ADJUSTMENT -- VERIFY
CONTACT SUPPORT",2024.0,232407.46762,Negative
2024-01-07,DEBIT,57.66,AED,18.6581,-174447.35,Flipkart,Education,Course,UAE,Kolkata,TRUE,CASHBACK CREDITED,,204406.94874,Negative
2024-03-02,CREDIT,60.97,AED,21.8961,-2308327.41,Starbucks,Travel,Taxi,Canada,Jaipur,TRUE,CASHBACK CREDITED,,253650.99122999999,Negative
2025-06-25,DEBIT,33.37,INR,1.0,-1131912.82,Starbucks,Groceries,Specialty,Australia,Delhi,TRUE,SUSPECTED FRAUD,2019.0,6340.299999999999,Negative
2025-04-15,REFUND,725.16,USD,81.9602,-2774924.05,Swiggy,Clothing,Women,Australia,Kolkata,TRUE,REPEAT PURCHASE,,11292509.14008,Negative
2024-02-13,DEBIT,31.22,AED,21.7868,-1889622.02,ElectroWorld,Travel,Flight,Australia,Chennai,TRUE,SUSPECTED FRAUD,,129234.94024,Negative
2024-11-12,DEBIT,51.03,INR,1.0,-2680791.01,Reliance,Electronics,Mobile,USA,Bengaluru,TRUE,SUSPECTED FRAUD,2025.0,9695.7,Negative
2024-09-06,DEBIT,5.2,AED,21.2397,-1641954.78,Swiggy,Education,Course,UK,Kolkata,TRUE,,2021.0,20984.8236,Negative
2023-09-25,DEBIT,134.76,AED,20.0277,-1412440.3,Zomato,Groceries,Supermarket,India,Delhi,TRUE,PROMO APPLIED,,512797.24188,Negative
2025-02-09,DEBIT,28.79,INR,1.0,-1624756.67,Starbucks,Entertainment,Concert,Australia,Pune,TRUE,MONTHLY SUBSCRIPTION,2018.0,5470.099999999999,Negative
2024-08-30,DEBIT,38.02,INR,1.0,-1130830.4,Starbucks,Health,Pharmacy,UK,Mumbai,TRUE,SUSPECTED FRAUD,2019.0,7223.8,Negative
2024-09-11,CREDIT,100.3,GBP,92.5715,-2579829.97,Swiggy,Electronics,Laptop,Australia,Kolkata,TRUE,CHARGEBACK REQUESTED,2025.0,1764135.0755,Negative
2023-12-01,DEBIT,33.37,INR,1.0,-2774303.54,LocalMart,Dining,FastFood,Australia,Jaipur,TRUE,SUSPECTED FRAUD,2022.0,6340.299999999999,Negative
2024-02-27,REFUND,229.63,AED,19.333,-556275.4,Zomato,Education,Course,UAE,Bengaluru,TRUE,PROMO APPLIED,,843492.9900999999,Negative
2024-08-08,REFUND,30.8,USD,76.1827,-2236676.21,Starbucks,Electronics,Mobile,Canada,Gurugram,TRUE,,,445821.16040000005,Negative
2024-09-18,CREDIT,33.37,AED,18.3478,-1000836.13,Amazon,Groceries,Supermarket,USA,Pune,TRUE,MANUAL ADJUSTMENT,2017.0,116330.55634,Negative
2024-02-28,REFUND,106.39,INR,1.0,-446718.69,Zomato,Automotive,Repair,Canada,Chennai,TRUE,CASHBACK CREDITED,2021.0,20214.1,Negative
2024-01-15,DEBIT,13.04,GBP,107.8422,-2420526.58,Walmart,Groceries,Specialty,Canada,Bengaluru,TRUE,CHARGEBACK REQUESTED,2022.0,267189.83472,Negative
2024-01-05,DEBIT,3.19,INR,1.0,-2538971.63,BigBasket,Education,Course,Australia,Chennai,TRUE,REPEAT PURCHASE,,606.1,Negative
2023-11-26,DEBIT,8.05,INR,1.0,-1077984.95,Zomato,Groceries,Supermarket,UK,Kolkata,TRUE,MONTHLY SUBSCRIPTION,2019.0,1529.5000000000002,Negative
2023-10-10,DEBIT,3.93,GBP,100.5887,-1641954.78,Walmart,Education,Books,UAE,Bengaluru,TRUE,CASHBACK CREDITED,2020.0,75109.58229,Negative
2023-11-16,CREDIT,21.16,INR,1.0,-2825456.92,Zomato,Groceries,Specialty,UAE,Hyderabad,TRUE,MANUAL ADJUSTMENT,2019.0,4020.4,Negative
2025-02-04,DEBIT,6.25,INR,1.0,-2593090.9,Flipkart,Electronics,Mobile,UK,Pune,TRUE,CHARGEBACK REQUESTED,,1187.5,Negative
2024-08-15,CREDIT,27.94,USD,73.3379,-2580143.37,ElectroWorld,Electronics,Mobile,Australia,Mumbai,TRUE,MANUAL ADJUSTMENT,,389321.57594,Negative
2023-12-04,DEBIT,8.15,USD,79.5849,-1641954.78,LocalMart,Automotive,Repair,Canada,Hyderabad,TRUE,REPEAT PURCHASE,,123237.21765,Negative
2025-04-29,CREDIT,53.76,USD,77.1893,-1641954.78,ElectroWorld,Dining,Restaurant,India,Bengaluru,TRUE,CASHBACK CREDITED,,788442.3859199999,Negative
2025-03-12,DEBIT,33.37,INR,1.0,-2868673.07,BigBasket,Electronics,Mobile,UAE,Gurugram,TRUE,PROMO APPLIED,,6340.299999999999,Negative
2025-03-26,CREDIT,35.44,INR,1.0,-1641954.78,Paytm Mall,Utilities,Internet,UK,Noida,TRUE,CASHBACK CREDITED,,6733.599999999999,Negative
2024-12-18,DEBIT,42.05,USD,74.5694,-174468.38,ElectroWorld,Electronics,Laptop,Canada,Bengaluru,TRUE,PROMO APPLIED,2021.0,595772.2213,Negative
2024-12-21,CREDIT,33.37,AED,20.1344,-1774076.31,Starbucks,Electronics,Laptop,Australia,Chennai,TRUE,,,127658.13631999999,Negative
2025-08-04,DEBIT,178.4,USD,75.234,-1641954.78,Walmart,Education,Books,UK,Delhi,TRUE,MONTHLY SUBSCRIPTION,,2550131.664,Negative
2025-03-09,REFUND,16.48,GBP,98.872,-595123.43,Reliance,Education,Course,India,Pune,TRUE,MANUAL ADJUSTMENT,,309588.0064,Negative
2025-02-25,DEBIT,234.06,INR,1.0,-2235647.08,Zomato,Dining,Cafe,USA,Kolkata,TRUE,CHARGEBACK REQUESTED,,44471.4,Negative
2024-02-14,CREDIT,16.81,AED,21.4556,-1557409.37,ShopEasy,Utilities,Electricity,Canada,Bengaluru,TRUE,MANUAL ADJUSTMENT,,68527.04084,Negative
2024-06-28,DEBIT,7.87,GBP,102.1845,-2622915.64,LocalMart,Entertainment,Streaming,Australia,Pune,TRUE,MANUAL ADJUSTMENT,,152796.48285,Negative
2025-08-05,DEBIT,33.37,INR,1.0,-1641954.78,LocalMart,Electronics,Laptop,UK,Hyderabad,TRUE,MANUAL ADJUSTMENT,,6340.299999999999,Negative
2025-01-30,CREDIT,106.72,INR,1.0,-1143416.54,BigBasket,Education,Books,UK,Kolkata,TRUE,CHARGEBACK REQUESTED,,20276.8,Negative
2023-09-30,DEBIT,74.81,GBP,90.0181,-1641954.78,Swiggy,Electronics,Laptop,USA,Kolkata,TRUE,MONTHLY SUBSCRIPTION,2019.0,1279508.27159,Negative
2023-12-01,CREDIT,57.33,USD,81.8563,-2902724.79,ShopEasy,Entertainment,Streaming,USA,Pune,TRUE,REPEAT PURCHASE,2019.0,891636.1190099999,Negative
2025-03-14,DEBIT,60.77,USD,80.8427,-1824365.03,Myntra,Travel,Taxi,UK,Pune,TRUE,PROMO APPLIED,,933434.0670099999,Negative
2024-09-13,CREDIT,205.03,INR,1.0,-1641954.78,AutoZone,Electronics,Mobile,UK,Mumbai,TRUE,MANUAL ADJUSTMENT,,38955.7,Negative
2023-11-18,DEBIT,24.71,AED,19.9036,-1602612.96,Walmart,Utilities,Water,Canada,Pune,TRUE,,,93445.41164,Negative
2024-01-10,DEBIT,26.58,INR,1.0,-1272477.49,Flipkart,Dining,FastFood,India,Mumbai,TRUE,,,5050.2,Negative
2024-09-16,DEBIT,14.46,INR,1.0,-1435779.94,BigBasket,Electronics,Laptop,India,Bengaluru,TRUE,MONTHLY SUBSCRIPTION,,2747.4,Negative
2025-04-05,REFUND,24.25,USD,75.8089,-1641954.78,Zomato,Automotive,Repair,USA,Delhi,TRUE,MONTHLY SUBSCRIPTION,,349289.50675,Negative
2025-08-17,CREDIT,84.8,USD,72.5004,-2230250.33,Myntra,Travel,Flight,UK,Pune,TRUE,PROMO APPLIED,2025.0,1168126.4448,Negative
2024-08-01,CREDIT,82.52,INR,1.0,-2121073.28,Zomato,Education,Books,Australia,Bengaluru,TRUE,CASHBACK CREDITED,,15678.8,Negative
2024-01-07,DEBIT,33.37,GBP,93.8748,-1641954.78,ShopEasy,Dining,FastFood,USA,Mumbai,TRUE,MANUAL ADJUSTMENT,,595194.39444,Negative
2024-12-18,DEBIT,33.37,INR,1.0,-529847.31,Myntra,Travel,Flight,UAE,Gurugram,TRUE,MANUAL ADJUSTMENT,2019.0,6340.299999999999,Negative
2024-11-23,REFUND,38.67,INR,1.0,-280995.97,Amazon,Electronics,Laptop,USA,Chennai,TRUE,,,7347.3,Negative
2023-12-02,CREDIT,33.37,GBP,96.7794,-1077542.8,LocalMart,Education,Course,Australia,Mumbai,TRUE,,2019.0,613610.4298199998,Negative
2024-08-25,CREDIT,18.25,INR,1.0,-2582754.98,BigBasket,Electronics,Laptop,India,Hyderabad,TRUE,REPEAT PURCHASE,2023.0,3467.5,Negative
2025-08-25,REFUND,33.37,USD,76.1955,-259212.54,Amazon,Education,Course,USA,Hyderabad,TRUE,CASHBACK CREDITED,,483102.32865,Negative
2024-05-29,DEBIT,33.37,INR,1.0,-1641954.78,Flipkart,Education,Course,Australia,Chennai,TRUE,CASHBACK CREDITED,2023.0,6340.299999999999,Negative
2024-08-13,DEBIT,25.97,GBP,99.41,-2118693.12,Myntra,Travel,Flight,Canada,Gurugram,TRUE,,2019.0,490518.763,Negative
2025-05-31,DEBIT,34.09,USD,74.7657,-1076412.8,Swiggy,Utilities,Internet,UAE,Gurugram,TRUE,SUSPECTED FRAUD,,484264.91547,Negative
2024-02-19,DEBIT,7.48,USD,77.779,-1198283.47,ShopEasy,Entertainment,Concert,UAE,Delhi,TRUE,CASHBACK CREDITED,,110539.5148,Negative
2025-01-16,CREDIT,26.54,USD,74.9257,-1559338.31,Flipkart,Utilities,Internet,UK,Delhi,TRUE,,,377820.33482,Negative
2024-08-04,REFUND,38.12,INR,1.0,-175084.65,Amazon,Entertainment,Streaming,Canada,Pune,TRUE,SUSPECTED FRAUD,2023.0,7242.799999999999,Negative
2025-07-09,DEBIT,45.81,USD,79.0075,-260514.94,Starbucks,Automotive,Fuel,USA,Chennai,TRUE,CHARGEBACK REQUESTED,,687673.3792499999,Negative
2024-11-14,CREDIT,33.37,INR,1.0,-1641954.78,Reliance,Clothing,Men,Canada,Chennai,TRUE,SUSPECTED FRAUD,,6340.299999999999,Negative
2025-07-14,DEBIT,28.35,USD,79.872,-1675953.75,Myntra,Automotive,Repair,UK,Chennai,TRUE,,,430230.528,Negative
2024-01-04,CREDIT,270.29,USD,81.4454,-1641954.78,AutoZone,Utilities,Internet,India,Hyderabad,TRUE,MANUAL ADJUSTMENT,2023.0,4182636.6615400002,Negative
2024-06-03,CREDIT,90.7,INR,1.0,-2428263.1,Paytm Mall,Travel,Taxi,Australia,Chennai,TRUE,CHARGEBACK REQUESTED,,17233.0,Negative
2024-12-21,DEBIT,33.37,INR,1.0,-1641954.78,Starbucks,Clothing,Women,UK,Gurugram,TRUE,,2021.0,6340.299999999999,Negative
2024-03-30,CREDIT,33.37,GBP,93.9035,-2495141.31,BigBasket,Travel,Flight,Canada,Hyderabad,TRUE,MONTHLY SUBSCRIPTION,,595376.36105,Negative
2023-12-08,CREDIT,24.62,INR,1.0,-1269625.44,Paytm Mall,Utilities,Electricity,UAE,Pune,TRUE,CHARGEBACK REQUESTED,2024.0,4677.8,Negative
2024-01-06,CREDIT,33.37,GBP,97.9378,-1640853.96,Amazon,Groceries,Specialty,India,Delhi,TRUE,REPEAT PURCHASE,2016.0,620955.0333399998,Negative
2025-06-24,DEBIT,33.37,INR,1.0,-2208818.56,Swiggy,Utilities,Electricity,USA,Chennai,TRUE,MANUAL ADJUSTMENT,,6340.299999999999,Negative
2024-02-11,DEBIT,38.05,GBP,91.5345,-2622884.12,Walmart,Travel,Flight,UK,Hyderabad,TRUE,CASHBACK CREDITED,,661748.6677499999,Negative
2025-08-09,DEBIT,33.37,USD,74.2768,-1605079.22,Swiggy,Education,Course,UK,Pune,TRUE,REPEAT PURCHASE,,470937.19503999996,Negative
2023-12-08,DEBIT,47.49,AED,20.0669,-1199864.28,Swiggy,Groceries,Supermarket,India,Gurugram,TRUE,MANUAL ADJUSTMENT,,181065.64539000002,Negative
2025-08-25,REFUND,65.7,USD,79.5693,-165825.81,Reliance,Education,Course,Canada,Bengaluru,TRUE,,,993263.5719,Negative
2024-11-19,DEBIT,29.22,AED,21.9057,-1641954.78,Flipkart,Groceries,Specialty,Canada,Chennai,TRUE,MONTHLY SUBSCRIPTION,,121616.06525999999,Negative
2025-07-10,DEBIT,33.37,AED,20.7827,-1527281.42,Paytm Mall,Education,Books,UK,Delhi,TRUE,,,131768.55280999996,Negative
2025-03-10,CREDIT,61.16,INR,1.0,-1143600.55,Zomato,Utilities,Electricity,Australia,Delhi,TRUE,MONTHLY SUBSCRIPTION,,11620.4,Negative
2025-09-07,DEBIT,18.64,INR,1.0,-1284252.48,Swiggy,Clothing,Women,Australia,Bengaluru,TRUE,CHARGEBACK REQUESTED,2019.0,3541.6,Negative
2023-10-08,DEBIT,3.37,GBP,106.7913,-2901460.43,LocalMart,Electronics,Mobile,Canada,Noida,TRUE,CASHBACK CREDITED,,68378.46939,Negative
2024-07-15,CREDIT,145.05,USD,82.1837,-1604431.62,Zomato,Health,Clinic,Canada,Noida,TRUE,SUSPECTED FRAUD,,2264941.6801500004,Negative
